0,nospec_no_specifier_test,1597231498,0
1,nospec_empty_string,1597231498,0
2,nospec_some_escaped_chars,1597231498,0
3,nospec_successive_5_5,1597231498,0
4,nospec_successive_2_9,1597231498,0
5,nospec_successive_8_3,1597231498,0
6,pct_basic,1597231498,0
7,pct_5w,1597231498,0
8,pct_5wlj,1597231498,0
9,pct_5wzp,1597231498,0
10,pct_5wljzp,1597231498,0
16,c_allprintable_combined,1597231498,0
17,c_1_31_combined,1597231498,0
18,c_128_255_combined,1597231498,0
19,c_allprintable_width,1597231498,0
20,c_1_31_width,1597231498,0
21,c_128_255_width,1597231498,0
22,c_allprintable_width_lj,1597231498,0
23,c_1_31_width_lj,1597231498,0
24,c_128_255_width_lj,1597231498,0
25,c_nullterm_basic,1597231498,0
26,c_nullterm_5w,1597231498,0
27,c_nullterm_5wlj,1597231498,0
28,s_basic_string_expansion,1597231498,0
29,s_only_string_expansion,1597231498,0
30,s_two_string_expansions,1597231498,0
31,s_two_string_expansions2,1597231498,0
32,s_empty_string_expansion,1597231498,0
33,s_full_then_empty_string,1597231498,0
34,s_empty_then_full_string,1597231498,0
35,s_three_strings,1597231498,0
36,s_space_padded_field_width,1597231498,0
37,s_space_padded_field_width2,1597231498,0
38,s_space_padded_over_field_width,1597231498,0
39,s_space_padded_field_width_lj,1597231498,0
40,s_space_padded_field_width2_lj,1597231498,0
41,s_space_padded_over_field_width_lj,1597231498,0
42,s_string_prec_notrunc,1597231498,0
43,s_string_prec_trunc,1597231498,0
44,s_string_prec_default,1597231498,0
45,s_string_prec_zero,1597231498,0
46,s_two_strings_prec_2trunc,1597231498,0
47,s_two_strings_prec_1trunc_a,1597231498,0
48,s_two_strings_prec_1trunc_b,1597231498,0
49,s_two_strings_prec_0trunc,1597231498,0
50,s_string_prec_width_notrunc,1597231498,0
51,s_string_prec_width_trunc,1597231498,0
52,s_string_prec_width_notrunc_lj,1597231498,0
53,s_string_prec_width_trunc_lj,1597231498,0
54,s_two_s_prec_width_2fit_0trunc,1597231498,0
55,s_two_s_prec_width_1fit_a_0trunc,1597231498,0
56,s_two_s_prec_width_1fit_b_0trunc,1597231498,0
57,s_two_s_prec_width_0fit_0trunc,1597231498,0
58,s_two_s_prec_width_2fit_1trunc_a,1597231498,0
59,s_two_s_prec_width_1fit_a_1trunc_a,1597231498,0
60,s_two_s_prec_width_1fit_b_1trunc_a,1597231498,0
61,s_two_s_prec_width_0fit_1trunc_a,1597231498,0
62,s_two_s_prec_width_2fit_1trunc_b,1597231498,0
63,s_two_s_prec_width_1fit_a_1trunc_b,1597231498,0
64,s_two_s_prec_width_1fit_b_1trunc_b,1597231498,0
65,s_two_s_prec_width_0fit_1trunc_b,1597231498,0
66,s_two_s_prec_width_2fit_2trunc,1597231498,0
67,s_two_s_prec_width_1fit_a_2trunc,1597231498,0
68,s_two_s_prec_width_1fit_b_2trunc,1597231498,0
69,s_two_s_prec_width_0fit_2trunc,1597231498,0
70,s_two_s_prec_width_2trunc,1597231498,0
71,s_two_strings_lj_and_rj,1597231498,0
72,s_two_strings_rj_and_lj,1597231498,0
73,s_null_basic_string_expansion,1597231498,0
74,s_null_only_string_expansion,1597231498,0
75,s_null_space_padded_field_width,1597231498,0
76,s_null_space_padded_over_field_width,1597231498,0
77,s_null_space_padded_field_width_lj,1597231498,0
78,s_null_space_padded_field_width2_lj,1597231498,0
79,s_null_space_padded_over_field_width_lj,1597231498,0
80,s_null_string_prec_notrunc,1597231498,0
81,s_null_string_prec_trunc,1597231498,0
82,s_null_string_prec_default,1597231498,0
83,s_null_string_prec_zero,1597231498,0
84,s_basic_s_hidden,1597231498,0
85,s_width_3_s_hidden,1597231498,0
86,s_width_9_s_hidden,1597231498,0
87,s_prec_no_width_s_hidden,1597231498,0
88,s_prec_9_no_width_s_hidden,1597231498,0
89,s_prec_03_no_width_s_hidden,1597231498,0
90,s_prec_09_no_width_s_hidden,1597231498,0
91,s_prec_03_no_width_s_null,1597231498,0
92,s_prec_09_no_width_s_null,1597231498,0
93,s_prec_00_no_width_s_nullchar,1597231498,0
94,s_prec_01_no_width_s_nullchar,1597231498,0
95,s_prec_03_no_width_s_nullchar,1597231498,0
96,s_prec_09_no_width_s_nullchar,1597231498,0
97,s_prec_0_width_3_s_hidden,1597231498,0
98,s_prec_0_width_10_s_hidden,1597231498,0
99,s_prec_0_width_3_s_null,1597231498,0
100,s_prec_0_width_10_s_null,1597231498,0
101,s_prec_0_width_1_s_nullchar,1597231498,0
102,s_prec_0_width_2_s_nullchar,1597231498,0
103,s_prec_0_width_9_s_nullchar,1597231498,0
104,s_prec_0_lj_width_3_s_hidden,1597231498,0
105,s_prec_0_lj_width_8_s_hidden,1597231498,0
106,s_prec_0_lj_width_3_s_null,1597231498,0
107,s_prec_0_lj_width_8_s_null,1597231498,0
108,s_prec_0_lj_width_1_s_nullchar,1597231498,0
109,s_prec_0_lj_width_2_s_nullchar,1597231498,0
110,s_prec_0_lj_width_6_s_nullchar,1597231498,0
111,s_prec_1_width_3_s_hidden,1597231498,0
112,s_prec_1_width_10_s_hidden,1597231498,0
113,s_prec_1_width_3_s_null,1597231498,0
114,s_prec_1_width_9_s_null,1597231498,0
115,s_prec_1_lj_width_3_s_hidden,1597231498,0
116,s_prec_1_lj_width_10_s_hidden,1597231498,0
117,s_prec_1_lj_width_3_s_null,1597231498,0
118,s_prec_1_lj_width_9_s_null,1597231498,0
119,s_prec_1_lj_width_3_s_nullchar,1597231498,0
120,s_prec_1_lj_width_6_s_nullchar,1597231498,0
121,s_prec_perfect_width_3_s_hidden,1597231498,0
122,s_prec_perfect_width_20_s_hidden,1597231498,0
123,s_prec_perfect_width_3_s_null,1597231498,0
124,s_prec_perfect_width_20_s_null,1597231498,0
125,s_prec_perfect_width_3_s_nullchar,1597231498,0
126,s_prec_perfect_width_6_s_nullchar,1597231498,0
127,s_prec_perfect_lj_width_3_s_hidden,1597231498,0
128,s_prec_perfect_lj_width_20_s_hidden,1597231498,0
129,s_prec_8_lj_width_3_s_hidden,1597231498,0
130,s_prec_8_lj_width_10_s_hidden,1597231498,0
131,s_prec_8_lj_width_3_s_null,1597231498,0
132,s_prec_8_lj_width_10_s_null,1597231498,0
133,s_prec_00_lj_s_hidden_trunc,1597231498,0
134,s_prec_09_lj_s_hidden_notrunc,1597231498,0
173,p_null,1597231498,0
178,p_ftfc_5w_throwswarning,1597231498,0
179,p_basic,1597231498,0
180,p_width_fit,1597231498,0
181,p_width_nofit,1597231498,0
182,p_width_16,1597231498,0
183,p_width_8,1597231498,0
184,p_width_32,1597231498,0
185,p_width_fit_lj,1597231498,0
186,p_width_nofit_lj,1597231498,0
187,p_width_16_lj,1597231498,0
188,p_width_8_lj,1597231498,0
189,p_width_32_lj,1597231498,0
190,d_basic_pos,1597231498,0
191,d_basic_neg,1597231498,1597227105
192,d_basic_zero,1597231498,0
193,d_basic_onlypos,1597231498,0
194,d_basic_onlyneg,1597231498,1597227105
195,d_basic_onlyzero,1597231498,0
196,d_intmax,1597231498,0
197,d_intmin,1597231498,0
198,d_width_pos_fits,1597231498,0
199,d_width_neg_fits,1597231498,1597227105
200,d_width_zero_fits,1597231498,0
201,d_width_pos_exactfit,1597231498,0
202,d_width_neg_exactfit,1597231498,1597227105
203,d_width_pos_nofit,1597231498,0
204,d_width_neg_nofit,1597231498,1597227105
205,d_width_pos_fits_lj,1597231498,0
206,d_width_neg_fits_lj,1597231498,1597227105
207,d_width_zero_fits_lj,1597231498,0
208,d_width_pos_exactfit_lj,1597231498,0
209,d_width_neg_exactfit_lj,1597231498,1597227105
210,d_width_pos_nofit_lj,1597231498,0
211,d_width_neg_nofit_lj,1597231498,1597227105
212,d_prec_fits_pos,1597231498,0
213,d_prec_fits_neg,1597231498,1597227105
214,d_prec_fits_zero,1597231498,0
215,d_prec_exactfit_pos,1597231498,0
216,d_prec_exactfit_neg,1597231498,1597227105
217,d_prec_nofit_pos,1597231498,0
218,d_prec_nofit_neg,1597231498,1597227105
219,d_zp_pos_fits,1597231498,0
220,d_zp_neg_fits,1597231498,1597227105
221,d_zp_zero_fits,1597231498,0
222,d_zp_pos_exactfit,1597231498,0
223,d_zp_neg_exactfit,1597231498,1597227105
224,d_zp_neg_minus1fit,1597231498,1597227105
225,d_prec_width_fit_fit_pos,1597231498,0
226,d_prec_width_fit_fit_neg,1597231498,1597227105
227,d_prec_width_fit_fit_zero,1597231498,0
228,d_prec_width_nofit_fit_pos,1597231498,0
229,d_prec_width_nofit_fit_neg,1597231498,1597227105
230,d_prec_width_fit_nofit_pos,1597231498,0
231,d_prec_width_fit_nofit_neg,1597231498,1597227105
232,d_prec_width_nofit_nofit_pos,1597231498,0
233,d_prec_width_nofit_nofit_neg,1597231498,1597227105
234,d_prec_width_fit_fit_pos_lj,1597231498,0
235,d_prec_width_fit_fit_neg_lj,1597231498,1597227105
236,d_prec_width_fit_fit_zero_lj,1597231498,0
237,d_prec_width_nofit_fit_pos_lj,1597231498,0
238,d_prec_width_nofit_fit_neg_lj,1597231498,1597227105
239,d_prec_width_fit_nofit_pos_lj,1597231498,0
240,d_prec_width_fit_nofit_neg_lj,1597231498,1597227105
241,d_prec_width_nofit_nofit_pos_lj,1597231498,0
242,d_prec_width_nofit_nofit_neg_lj,1597231498,1597227105
243,d_prec_width_ff_pos_zp,1597231498,0
244,d_prec_width_ff_neg_zp,1597231498,1597227105
245,d_prec_width_ff_zero_zp,1597231498,0
246,d_prec_width_nf_pos_zp,1597231498,0
247,d_prec_width_nf_neg_zp,1597231498,1597227105
248,d_prec_width_fn_pos_zp,1597231498,0
249,d_prec_width_fn_neg_zp,1597231498,1597227105
250,d_prec_width_nn_pos_zp,1597231498,0
251,d_prec_width_nn_neg_zp,1597231498,1597227105
252,d_prec_width_ff_pos_lj_zp_ignoreflag,1597231498,0
253,d_prec_width_ff_neg_ljzp_ignoreflag,1597231498,1597227105
254,d_prec_width_ff_zero_ljzp_ignoreflag,1597231498,0
255,d_prec_width_nf_pos_ljzp_ignoreflag,1597231498,0
256,d_prec_width_nf_neg_ljzp_ignoreflag,1597231498,1597227105
257,d_prec_width_fn_pos_ljzp_ignoreflag,1597231498,0
